Taxon,Category,Associated crop type general,Associated crop type specific,Genus,Associated crop,SRSex,GRSex,ERSex,FCSex,FCSex priority category,SRSin,GRSin,ERSin,FCSin,FCSin priority category,FCSex value,FCSin value,FCSc_min,FCSc_max,FCSc mean,FCSc_min priority category,FCSc_max priority category,FCSc mean priority category,EOO status,AOO status,Combined threat assessment status,file_path
Phaseolus acutifolius var. tenuifolius,1A,Food,Pulses,Phaseolus,"Lima bean, tepary bean",30.49327354,35.75958925,88.88888889,51.71391723,MP,29.927007300000003,13.85229544,100.0,47.92643425,HP,51.71391723,47.92643425,47.92643425,51.71391723,49.82017574,HP,MP,HP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Phaseolus/Phaseolus acutifolius var. tenuifolius_Run20200203_2020-08-17.html
Phaseolus angustissimus,1B,Food,Pulses,Phaseolus,"Lima bean, tepary bean",1.519756839,7.375186786,71.42857143,26.77450502,HP,15.21099117,10.69651949,100.0,41.96917022,HP,26.77450502,41.96917022,26.77450502,41.96917022,34.37183762,HP,HP,HP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Phaseolus/Phaseolus angustissimus_Run20200203_2020-08-17.html
Phaseolus filiformis,1B,Food,Pulses,Phaseolus,"Lima bean, tepary bean",9.031610637,33.14621261,75.0,39.05927442,HP,43.76068376,37.99656048,91.66666667,57.8079703,MP,39.05927442,57.8079703,39.05927442,57.8079703,48.43362236,HP,MP,HP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Phaseolus/Phaseolus filiformis_Run20200203_2020-08-17.html
Phaseolus grayanus,1C,Food,Pulses,Phaseolus,"Lima bean, tepary bean",8.131487889,21.44936777,71.42857143,33.66980903,HP,30.27295285,15.76801438,100.0,48.68032241,HP,33.66980903,48.68032241,33.66980903,48.68032241,41.17506572,HP,HP,HP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Phaseolus/Phaseolus grayanus_Run20200203_2020-08-17.html
Phaseolus leptostachyus,1C,Food,Pulses,Phaseolus,"Lima bean, tepary bean",69.68641115,39.34163421,83.33333333,64.12045956,MP,9.821428571,12.02122391,87.5,36.44755083,HP,64.12045956,36.44755083,36.44755083,64.12045956,50.2840052,HP,MP,MP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Phaseolus/Phaseolus leptostachyus_Run20200203_2020-08-18.html
Phaseolus leptostachyus var. leptostachyus,1C,Food,Pulses,Phaseolus,"Lima bean, tepary bean",0.0,0.0,0.0,0.0,UP,0.0,,,0.0,UP,0.0,0.0,0.0,0.0,0.0,UP,UP,UP,Critically Endangered (CR),Critically Endangered (CR),Critically Endangered (CR),./compiledSummaryDocs/Phaseolus/Phaseolus leptostachyus var. leptostachyus_Run20200203_2020-08-17.html
Phaseolus maculatus,1B,Food,Pulses,Phaseolus,"Lima bean, tepary bean",15.449438199999998,37.09129832,84.61538462,45.71870705,HP,20.10309278,12.18134303,84.61538462,38.96660681,HP,45.71870705,38.96660681,38.96660681,45.71870705,42.34265693,HP,HP,HP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Phaseolus/Phaseolus maculatus_Run20200203_2020-08-18.html
Phaseolus maculatus subsp. maculatus,1B,Food,Pulses,Phaseolus,"Lima bean, tepary bean",0.3937007870000001,25.2791155,77.77777778,34.48353136,HP,20.27027027,11.42315072,88.88888889,40.19410329,HP,34.48353136,40.19410329,34.48353136,40.19410329,37.33881733,HP,HP,HP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Phaseolus/Phaseolus maculatus subsp. maculatus_Run20200203_2020-08-17.html
Phaseolus maculatus subsp. ritensis,1B,Food,Pulses,Phaseolus,"Lima bean, tepary bean",7.272727272999999,31.60598931,45.45454545,28.11108735,HP,19.6347032,17.28381752,90.90909091,42.60920387,HP,28.11108735,42.60920387,28.11108735,42.60920387,35.36014561,HP,HP,HP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Phaseolus/Phaseolus maculatus subsp. ritensis_Run20200203_2020-08-17.html
Phaseolus parvulus,1C,Food,Pulses,Phaseolus,"Lima bean, tepary bean",5.964912281,18.44080862,50.0,24.80190697,UP,30.16304348,16.12357163,83.33333333,43.20664948,HP,24.80190697,43.20664948,24.80190697,43.20664948,34.00427822,UP,HP,HP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Phaseolus/Phaseolus parvulus_Run20200203_2020-08-17.html
Phaseolus polystachios,1B,Food,Pulses,Phaseolus,"Lima bean, tepary bean",1.5886287630000002,8.121637778,65.0,24.90342218,UP,5.676855895,5.259490022,100.0,36.97878197,HP,24.90342218,36.97878197,24.90342218,36.97878197,30.94110208,UP,HP,HP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Phaseolus/Phaseolus polystachios_Run20200203_2020-08-18.html
Phaseolus polystachios subsp. polystachios,1B,Food,Pulses,Phaseolus,"Lima bean, tepary bean",6.140350877,4.350863564,28.57142857,13.020881,UP,17.77777778,6.2218397770000005,100.0,41.33320585,HP,13.020881,41.33320585,13.020881,41.33320585,27.17704343,UP,HP,HP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Phaseolus/Phaseolus polystachios subsp. polystachios_Run20200203_2020-08-17.html
Phaseolus polystachios subsp. sinuatus,1B,Food,Pulses,Phaseolus,"Lima bean, tepary bean",0.854700855,0.0,0.0,0.284900285,UP,0.0,4.206729571,100.0,34.73557652,HP,0.284900285,34.73557652,0.284900285,34.73557652,17.5102384,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Phaseolus/Phaseolus polystachios subsp. sinuatus_Run20200203_2020-08-17.html
Phaseolus polystachios subsp. smilacifolius,1B,Food,Pulses,Phaseolus,"Lima bean, tepary bean",0.0,0.0,0.0,0.0,UP,50.0,7.880354777000001,100.0,52.62678493,MP,0.0,52.62678493,0.0,52.62678493,26.31339246,UP,MP,HP,Vulnerable (VU),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Phaseolus/Phaseolus polystachios subsp. smilacifolius_Run20200203_2020-08-17.html
Phaseolus texensis,1C,Food,Pulses,Phaseolus,"Lima bean, tepary bean",4.0,57.29148203,100.0,53.76382734,MP,0.0,3.36444263,100.0,34.45481421,HP,53.76382734,34.45481421,34.45481421,53.76382734,44.10932078,HP,MP,HP,Vulnerable (VU),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Phaseolus/Phaseolus texensis_Run20200203_2020-08-17.html
Pistacia texana,1A,Food,Nuts,Pistacia,Pistachio,48.38709677,0.0,0.0,16.12903226,UP,0.0,0.438529386,100.0,33.4795098,HP,16.12903226,33.4795098,16.12903226,33.4795098,24.80427103,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Pistacia/Pistacia texana_Run20200203_2020-08-17.html
Prunus americana,1A,Food,Fruits,Prunus,"Almond, cherry, peach, etc.",1.036653091,0.915149748,15.55555556,5.835786132000001,UP,3.803888419,3.1190506160000004,100.0,35.64097968,HP,5.835786132000001,35.64097968,5.835786132000001,35.64097968,20.73838291,UP,HP,UP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Prunus/Prunus americana_Run20200203_2020-08-17.html
Prunus andersonii,1B,Food,Fruits,Prunus,"Almond, cherry, peach, etc.",1.99809705,27.72340662,71.42857143,33.7166917,HP,20.5078125,29.1730707,100.0,49.89362773,HP,33.7166917,49.89362773,33.7166917,49.89362773,41.80515972,HP,HP,HP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Prunus/Prunus andersonii_Run20200203_2020-08-17.html
Prunus angustifolia,1A,Food,Fruits,Prunus,"Almond, cherry, peach, etc.",0.8043875690000001,0.0,0.0,0.26812919,UP,2.222222222,3.004999091,89.65517241,31.62746458,HP,0.26812919,31.62746458,0.26812919,31.62746458,15.94779688,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Prunus/Prunus angustifolia_Run20200203_2020-08-17.html
Prunus caroliniana,1C,Food,Fruits,Prunus,"Almond, cherry, peach, etc.",1.350649351,0.0,0.0,0.45021645,UP,3.482587065,4.2967050030000005,78.57142857,28.78357355,HP,0.45021645,28.78357355,0.45021645,28.78357355,14.616895,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Prunus/Prunus caroliniana_Run20200203_2020-08-17.html
Prunus emarginata,1A,Food,Fruits,Prunus,"Almond, cherry, peach, etc.",0.620534035,8.744328758,32.0,13.7882876,UP,16.94831014,13.73351393,96.0,42.22727469,HP,13.7882876,42.22727469,13.7882876,42.22727469,28.00778114,UP,HP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Prunus/Prunus emarginata_Run20200203_2020-08-17.html
Prunus eremophila,1C,Food,Fruits,Prunus,"Almond, cherry, peach, etc.",0.0,0.0,0.0,0.0,UP,95.65217391,87.03514388,100.0,94.22910593,LP,0.0,94.22910593,0.0,94.22910593,47.11455297,UP,LP,HP,Endangered (EN),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Prunus/Prunus eremophila_Run20200203_2020-08-17.html
Prunus fasciculata,1C,Food,Fruits,Prunus,"Almond, cherry, peach, etc.",1.141826923,14.81516957,55.55555556,23.83751735,UP,44.83568075,39.16373629,100.0,61.33313901,MP,23.83751735,61.33313901,23.83751735,61.33313901,42.58532818,UP,MP,HP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Prunus/Prunus fasciculata_Run20200203_2020-08-18.html
Prunus fasciculata var. fasciculata,1C,Food,Fruits,Prunus,"Almond, cherry, peach, etc.",3.076923077,0.0,0.0,1.025641026,UP,50.0,37.02268316,100.0,62.34089439,MP,1.025641026,62.34089439,1.025641026,62.34089439,31.68326771,UP,MP,HP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Prunus/Prunus fasciculata var. fasciculata_Run20200203_2020-08-17.html
Prunus fasciculata var. punctata,1C,Food,Fruits,Prunus,"Almond, cherry, peach, etc.",3.921568627,0.0,0.0,1.307189542,UP,43.47826087,6.412197278,50.0,33.29681938,HP,1.307189542,33.29681938,1.307189542,33.29681938,17.30200446,UP,HP,UP,Vulnerable (VU),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Prunus/Prunus fasciculata var. punctata_Run20200203_2020-08-17.html
Prunus fremontii,1B,Food,Fruits,Prunus,"Almond, cherry, peach, etc.",1.135190918,0.0,0.0,0.378396973,UP,52.43664717,39.20118343,100.0,63.87927687,MP,0.378396973,63.87927687,0.378396973,63.87927687,32.12883692,UP,MP,HP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Prunus/Prunus fremontii_Run20200203_2020-08-17.html
Prunus geniculata,1A,Food,Fruits,Prunus,"Almond, cherry, peach, etc.",1.769911504,0.0,0.0,0.589970501,UP,0.0,7.727489457999999,100.0,35.90916315,HP,0.589970501,35.90916315,0.589970501,35.90916315,18.24956683,UP,HP,UP,Endangered (EN),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Prunus/Prunus geniculata_Run20200203_2020-08-17.html
Prunus gracilis,1A,Food,Fruits,Prunus,"Almond, cherry, peach, etc.",0.0,0.0,0.0,0.0,UP,0.0,0.4279156,83.33333333,27.92041631,HP,0.0,27.92041631,0.0,27.92041631,13.96020816,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Prunus/Prunus gracilis_Run20200203_2020-08-17.html
Prunus havardii,1B,Food,Fruits,Prunus,"Almond, cherry, peach, etc.",2.777777778,0.0,0.0,0.925925926,UP,13.33333333,14.43900769,100.0,42.59078034,HP,0.925925926,42.59078034,0.925925926,42.59078034,21.75835313,UP,HP,UP,Vulnerable (VU),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Prunus/Prunus havardii_Run20200203_2020-08-17.html
Prunus hortulana,1A,Food,Fruits,Prunus,"Almond, cherry, peach, etc.",1.428571429,5.791121114,22.22222222,9.813971588,UP,5.607476636,2.785118595,66.66666667,25.01975397,HP,9.813971588,25.01975397,9.813971588,25.01975397,17.41686278,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Prunus/Prunus hortulana_Run20200203_2020-08-17.html
Prunus ilicifolia,1C,Food,Fruits,Prunus,"Almond, cherry, peach, etc.",0.8877840909999999,0.0,0.0,0.29592803,UP,13.52624495,13.69769773,100.0,42.40798089,HP,0.29592803,42.40798089,0.29592803,42.40798089,21.35195446,UP,HP,UP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Prunus/Prunus ilicifolia_Run20200203_2020-08-18.html
Prunus ilicifolia var. ilicifolia,1C,Food,Fruits,Prunus,"Almond, cherry, peach, etc.",0.0,0.0,0.0,0.0,UP,15.31100478,13.86943771,100.0,43.0601475,HP,0.0,43.0601475,0.0,43.0601475,21.53007375,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Prunus/Prunus ilicifolia var. ilicifolia_Run20200203_2020-08-17.html
Prunus ilicifolia var. occidentalis,1C,Food,Fruits,Prunus,"Almond, cherry, peach, etc.",7.37704918,0.0,0.0,2.459016393,UP,34.24657534,11.89064622,100.0,48.71240719,HP,2.459016393,48.71240719,2.459016393,48.71240719,25.58571179,UP,HP,HP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Prunus/Prunus ilicifolia var. occidentalis_Run20200203_2020-08-17.html
Prunus maritima,1A,Food,Fruits,Prunus,"Almond, cherry, peach, etc.",5.755395683,15.48507217,100.0,40.41348928,HP,19.60784314,15.93978936,66.66666667,34.07143305,HP,40.41348928,34.07143305,34.07143305,40.41348928,37.24246117,HP,HP,HP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Prunus/Prunus maritima_Run20200203_2020-08-17.html
Prunus mexicana,1A,Food,Fruits,Prunus,"Almond, cherry, peach, etc.",1.874595992,1.068794574,6.666666667,3.2033524110000005,UP,9.004739336,4.844739894,93.33333333,35.72760419,HP,3.2033524110000005,35.72760419,3.2033524110000005,35.72760419,19.4654783,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Prunus/Prunus mexicana_Run20200203_2020-08-17.html
Prunus minutiflora,1B,Food,Fruits,Prunus,"Almond, cherry, peach, etc.",1.438848921,0.0,0.0,0.479616307,UP,6.666666667,1.039278582,75.0,27.56864842,HP,0.479616307,27.56864842,0.479616307,27.56864842,14.02413236,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Prunus/Prunus minutiflora_Run20200203_2020-08-17.html
Prunus murrayana,1A,Food,Fruits,Prunus,"Almond, cherry, peach, etc.",0.0,0.0,0.0,0.0,UP,21.42857143,2.026619617,100.0,41.15173035,HP,0.0,41.15173035,0.0,41.15173035,20.57586517,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Prunus/Prunus murrayana_Run20200203_2020-08-17.html
Prunus myrtifolia,1C,Food,Fruits,Prunus,"Almond, cherry, peach, etc.",0.238663484,0.0,0.0,0.079554495,UP,22.22222222,13.93272614,100.0,45.38498279,HP,0.079554495,45.38498279,0.079554495,45.38498279,22.73226864,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Prunus/Prunus myrtifolia_Run20200203_2020-08-17.html
Prunus nigra,1A,Food,Fruits,Prunus,"Almond, cherry, peach, etc.",3.0857142860000004,0.0,0.0,1.028571429,UP,4.054054054,4.256567563,100.0,36.10354054,HP,1.028571429,36.10354054,1.028571429,36.10354054,18.56605598,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Prunus/Prunus nigra_Run20200203_2020-08-17.html
Prunus pensylvanica,1A,Food,Fruits,Prunus,"Almond, cherry, peach, etc.",1.014448202,0.296060115,27.27272727,9.527745196,UP,8.273894437000001,6.3654065000000015,100.0,38.21310031,HP,9.527745196,38.21310031,9.527745196,38.21310031,23.87042275,UP,HP,UP,Least Concern (LC),Possible Near Threatened (NT),Possible Near Threatened (NT),./compiledSummaryDocs/Prunus/Prunus pensylvanica_Run20200203_2020-08-17.html
Prunus pumila,1A,Food,Fruits,Prunus,"Almond, cherry, peach, etc.",1.6649323619999998,0.0,0.0,0.554977454,UP,8.426966292000001,5.540724993,86.95652174,33.64140434,HP,0.554977454,33.64140434,0.554977454,33.64140434,17.0981909,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Prunus/Prunus pumila_Run20200203_2020-08-18.html
Prunus pumila var. besseyi,1A,Food,Fruits,Prunus,"Almond, cherry, peach, etc.",8.653846154,0.0,0.0,2.884615385,UP,1.612903226,1.7911228330000002,100.0,34.46800869,HP,2.884615385,34.46800869,2.884615385,34.46800869,18.67631204,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Prunus/Prunus pumila var. besseyi_Run20200203_2020-08-17.html
Prunus pumila var. depressa,1A,Food,Fruits,Prunus,"Almond, cherry, peach, etc.",8.287292818,0.0,0.0,2.762430939,UP,6.666666667,2.922874693,100.0,36.52984712,HP,2.762430939,36.52984712,2.762430939,36.52984712,19.64613903,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Prunus/Prunus pumila var. depressa_Run20200203_2020-08-17.html
Prunus pumila var. pumila,1A,Food,Fruits,Prunus,"Almond, cherry, peach, etc.",1.886792453,0.0,0.0,0.628930818,UP,12.90322581,4.791179341,100.0,39.23146838,HP,0.628930818,39.23146838,0.628930818,39.23146838,19.9301996,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Prunus/Prunus pumila var. pumila_Run20200203_2020-08-17.html
Prunus pumila var. susquehanae,1A,Food,Fruits,Prunus,"Almond, cherry, peach, etc.",1.33037694,0.0,0.0,0.44345898,UP,7.142857143,3.5101498939999995,93.33333333,34.66211346,HP,0.44345898,34.66211346,0.44345898,34.66211346,17.55278622,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Prunus/Prunus pumila var. susquehanae_Run20200203_2020-08-17.html
Prunus rivularis,1A,Food,Fruits,Prunus,"Almond, cherry, peach, etc.",1.066098081,0.0,0.0,0.35536602700000003,UP,3.703703704,2.740277496,80.0,28.8146604,HP,0.35536602700000003,28.8146604,0.35536602700000003,28.8146604,14.58501321,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Prunus/Prunus rivularis_Run20200203_2020-08-17.html
Prunus serotina,1C,Food,Fruits,Prunus,"Almond, cherry, peach, etc.",2.676628464,0.709791965,20.58823529,7.991551907000001,UP,6.976744186,5.084070758999999,91.17647059,34.41242851,HP,7.991551907000001,34.41242851,7.991551907000001,34.41242851,21.20199021,UP,HP,UP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Prunus/Prunus serotina_Run20200203_2020-08-18.html
Prunus serotina var. alabamensis,1C,Food,Fruits,Prunus,"Almond, cherry, peach, etc.",1.428571429,5.436789684,33.33333333,13.39956482,UP,4.166666667,2.296487939,100.0,35.4877182,HP,13.39956482,35.4877182,13.39956482,35.4877182,24.44364151,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Prunus/Prunus serotina var. alabamensis_Run20200203_2020-08-17.html
Prunus serotina var. serotina,1C,Food,Fruits,Prunus,"Almond, cherry, peach, etc.",1.069518717,0.0,0.0,0.356506239,UP,7.80669145,4.448248336,80.0,30.7516466,HP,0.356506239,30.7516466,0.356506239,30.7516466,15.55407642,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Prunus/Prunus serotina var. serotina_Run20200203_2020-08-17.html
Prunus serotina var. virens,1C,Food,Fruits,Prunus,"Almond, cherry, peach, etc.",0.31380753100000003,0.0,0.0,0.10460251,UP,23.85542169,14.77462099,100.0,46.21001423,HP,0.10460251,46.21001423,0.10460251,46.21001423,23.15730837,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Prunus/Prunus serotina var. virens_Run20200203_2020-08-17.html
Prunus subcordata,1A,Food,Fruits,Prunus,"Almond, cherry, peach, etc.",1.875,0.0,0.0,0.625,UP,4.790419162,8.287101973,100.0,37.69250704,HP,0.625,37.69250704,0.625,37.69250704,19.15875352,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Prunus/Prunus subcordata_Run20200203_2020-08-17.html
Prunus texana,1A,Food,Fruits,Prunus,"Almond, cherry, peach, etc.",9.32642487,0.0,0.0,3.10880829,UP,0.0,5.764773592999999,50.0,18.58825786,UP,3.10880829,18.58825786,3.10880829,18.58825786,10.84853308,UP,UP,UP,Possible Near Threatened (NT),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Prunus/Prunus texana_Run20200203_2020-08-17.html
Prunus umbellata,1A,Food,Fruits,Prunus,"Almond, cherry, peach, etc.",1.029295329,0.0,0.0,0.343098443,UP,9.226190476000001,4.650364003,89.47368421,34.45007956,HP,0.343098443,34.45007956,0.343098443,34.45007956,17.396589000000002,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Prunus/Prunus umbellata_Run20200203_2020-08-17.html
Prunus virginiana,1C,Food,Fruits,Prunus,"Almond, cherry, peach, etc.",1.404656533,1.188544903,14.03508772,5.542763052000001,UP,8.532842234,8.191375508,96.49122807,37.73848194,HP,5.542763052000001,37.73848194,5.542763052000001,37.73848194,21.64062249,UP,HP,UP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Prunus/Prunus virginiana_Run20200203_2020-08-18.html
Prunus virginiana var. demissa,1C,Food,Fruits,Prunus,"Almond, cherry, peach, etc.",1.089918256,5.150155616,52.0,19.41335796,UP,13.02834411,12.88162327,92.0,39.30332246,HP,19.41335796,39.30332246,19.41335796,39.30332246,29.35834021,UP,HP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Prunus/Prunus virginiana var. demissa_Run20200203_2020-08-17.html
Prunus virginiana var. virginiana,1C,Food,Fruits,Prunus,"Almond, cherry, peach, etc.",1.041666667,0.0,0.0,0.347222222,UP,4.587155963,3.142213449,84.61538462,30.78158468,HP,0.347222222,30.78158468,0.347222222,30.78158468,15.56440345,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Prunus/Prunus virginiana var. virginiana_Run20200203_2020-08-17.html
Prunus x orthosepala,1C,Food,Fruits,Prunus,"Almond, cherry, peach, etc.",0.0,0.0,0.0,0.0,UP,0.0,,,0.0,UP,0.0,0.0,0.0,0.0,0.0,UP,UP,UP,Critically Endangered (CR),Critically Endangered (CR),Critically Endangered (CR),
Pseudoroegneria spicata,1C,Food,Cereals and pseudocereals,Pseudoroegneria,Wheat,3.559385538,25.35191129,57.14285714,28.68471799,HP,13.96011396,12.77043498,92.85714286,39.86256393,HP,28.68471799,39.86256393,28.68471799,39.86256393,34.27364096,HP,HP,HP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Pseudoroegneria/Pseudoroegneria spicata_Run20200203_2020-08-17.html
Psidium guajava,1A,Food,Fruits,Psidium,Guava,4.461152882,0.177637796,5.8823529410000015,3.5070478730000003,UP,0.958466454,5.435803582999999,97.05882353,34.48436452,HP,3.5070478730000003,34.48436452,3.5070478730000003,34.48436452,18.9957062,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Psidium/Psidium guajava_Run20200203_2020-08-17.html
Psidium longipes,1C,Food,Fruits,Psidium,Guava,27.27272727,0.0,0.0,9.090909091,UP,50.0,,,50.0,MP,9.090909091,50.0,9.090909091,50.0,29.54545455,UP,MP,HP,Critically Endangered (CR),Critically Endangered (CR),Critically Endangered (CR),./compiledSummaryDocs/Psidium/Psidium longipes_Run20200203_2020-08-17.html
Ribes amarum,1B,Food,Fruits,Ribes,"Currant, gooseberry",0.649350649,12.99858828,28.57142857,14.0731225,UP,9.72972973,16.13828181,85.71428571,37.19409908,HP,14.0731225,37.19409908,14.0731225,37.19409908,25.63361079,UP,HP,HP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Ribes/Ribes amarum_Run20200203_2020-08-17.html
Ribes americanum,1A,Food,Fruits,Ribes,"Currant, gooseberry",1.423754215,1.0962491840000002,23.33333333,8.617778911,UP,4.049295775,3.189693438,100.0,35.74632974,HP,8.617778911,35.74632974,8.617778911,35.74632974,22.18205432,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Ribes/Ribes americanum_Run20200203_2020-08-17.html
Ribes aureum,1A,Food,Fruits,Ribes,"Currant, gooseberry",0.884476534,0.5687601379999999,7.407407407000001,2.9535480260000004,UP,6.766055046,9.768607442999999,96.2962963,37.61031959,HP,2.9535480260000004,37.61031959,2.9535480260000004,37.61031959,20.28193381,UP,HP,UP,Least Concern (LC),Least Concern (LC),Least Concern (LC),./compiledSummaryDocs/Ribes/Ribes aureum_Run20200203_2020-08-18.html
Ribes aureum var. aureum,1A,Food,Fruits,Ribes,"Currant, gooseberry",2.341137124,3.618527509,35.0,13.65322154,UP,2.386634845,6.743440897999999,90.0,33.04335858,HP,13.65322154,33.04335858,13.65322154,33.04335858,23.34829006,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Ribes/Ribes aureum var. aureum_Run20200203_2020-08-17.html
Ribes aureum var. gracillimum,1A,Food,Fruits,Ribes,"Currant, gooseberry",3.619909502,22.48659297,25.0,17.03550082,UP,0.0,6.615370838,75.0,27.20512361,HP,17.03550082,27.20512361,17.03550082,27.20512361,22.12031222,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ribes/Ribes aureum var. gracillimum_Run20200203_2020-08-17.html
Ribes aureum var. villosum,1A,Food,Fruits,Ribes,"Currant, gooseberry",7.865168539,1.1540449659999998,9.523809523999999,6.181007677,UP,4.334365325,3.228869464,85.71428571,31.09250683,HP,6.181007677,31.09250683,6.181007677,31.09250683,18.63675726,UP,HP,UP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Ribes/Ribes aureum var. villosum_Run20200203_2020-08-17.html
Ribes binominatum,1A,Food,Fruits,Ribes,"Currant, gooseberry",0.8080808079999999,4.4436360530000005,33.33333333,12.8616834,UP,30.303030300000003,20.52642095,55.55555556,35.46166894,HP,12.8616834,35.46166894,12.8616834,35.46166894,24.16167617,UP,HP,UP,Least Concern (LC),Endangered (EN),Endangered (EN),./compiledSummaryDocs/Ribes/Ribes binominatum_Run20200203_2020-08-17.html
Ribes bracteosum,1A,Food,Fruits,Ribes,"Currant, gooseberry",2.803738318,22.46385397,58.33333333,27.86697521,HP,24.08759124,19.97550683,91.66666667,45.24325491,HP,27.86697521,45.24325491,27.86697521,45.24325491,36.55511506,HP,HP,HP,Least Concern (LC),Vulnerable (VU),Vulnerable (VU),./compiledSummaryDocs/Ribes/Ribes bracteosum_Run20200203_2020-08-17.html
